WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR;H_CON_NBI_POR_NUMBER;NBI
"MULTIPOLYGON (((-58.4274039091632 -34.5779077725374,-58.4267814935005 -34.5781064725322,-58.4265312229552 -34.5781679504994,-58.4278430084109 -34.5797370596068,-58.4280649716708 -34.5799822034086,-58.428986210866 -34.5792887000775,-58.4274039091632 -34.5779077725374)))";;"1507";14_8_7;COMUNA 14;"8";"7";"632";"297";"335";"88,66%";"391";"391";"100,00%";"0";"0,00%";"301";"5";"1.66";"296";"98,34%";"1.66";1.660
"MULTIPOLYGON (((-58.4299317086775 -34.5785768856,-58.428986210866 -34.5792887000775,-58.4280649716708 -34.5799822034086,-58.4284778369545 -34.5804383247211,-58.4289217098766 -34.5808722691722,-58.429010061146 -34.5809544096685,-58.4300039674578 -34.5801769716547,-58.4309315909792 -34.5794513413543,-58.4299317086775 -34.5785768856)))";;"1508";14_8_8;COMUNA 14;"8";"8";"696";"319";"377";"84,62%";"388";"388";"100,00%";"0";"0,00%";"306";"23";"7.52";"283";"92,48%";"7.52";7.520
"MULTIPOLYGON (((-58.4319586477857 -34.5803494586,-58.4309315909792 -34.5794513413543,-58.4300039674578 -34.5801769716547,-58.429010061146 -34.5809544096685,-58.4291100736561 -34.5810473284036,-58.4300412774777 -34.5818796577695,-58.430166404102 -34.5819914563609,-58.4306894172961 -34.5823769626484,-58.4316521543451 -34.5816152785155,-58.4325575194008 -34.5824053267782,-58.4334818241166 -34.581681296327,-58.4325730538816 -34.5808866059063,-58.4319586477857 -34.5803494586)))";;"1509";14_8_9;COMUNA 14;"8";"9";"1177";"570";"607";"93,90%";"780";"779";"99,87%";"1";"0,13%";"476";"7";"1.47";"469";"98,53%";"1.47";1.470
"MULTIPOLYGON (((-58.4342007192986 -34.5702716181239,-58.4331438539856 -34.5708881539678,-58.4340786388977 -34.5719891282682,-58.4349177277972 -34.5711097068646,-58.4352636807508 -34.5707470934328,-58.4357290409747 -34.5702398513064,-58.435238153976 -34.5696664072127,-58.4342007192986 -34.5702716181239)))";;"1510";14_9_1;COMUNA 14;"9";"1";"1190";"582";"608";"95,72%";"731";"731";"100,00%";"0";"0,00%";"491";"5";"1.02";"486";"98,98%";"1.02";1.020
"MULTIPOLYGON (((-58.4331438539856 -34.5708881539678,-58.4329812055291 -34.5709830481437,-58.4323104254646 -34.5713752238165,-58.4330556830345 -34.5722355144191,-58.4334306580354 -34.5726682290653,-58.4340786388977 -34.5719891282682,-58.4331438539856 -34.5708881539678)))";;"1511";14_9_10;COMUNA 14;"9";"10";"912";"408";"504";"80,95%";"633";"633";"100,00%";"0";"0,00%";"462";"2";"0.43";"460";"99,57%";"0.43";0.430
"MULTIPOLYGON (((-58.4321775801271 -34.5714528700669,-58.431167095797 -34.572043765355,-58.4319113264803 -34.57290237237,-58.4325281687061 -34.5736140356408,-58.4331005312602 -34.5730141501684,-58.433325556055 -34.5727783493748,-58.4334306580354 -34.5726682290653,-58.4330556830345 -34.5722355144191,-58.4323104254646 -34.5713752238165,-58.4321775801271 -34.5714528700669)))";;"1512";14_9_11;COMUNA 14;"9";"11";"767";"334";"433";"77,14%";"591";"591";"100,00%";"0";"0,00%";"395";"1";"0.25";"394";"99,75%";"0.25";0.250
"MULTIPOLYGON (((-58.4239082950403 -34.5710307859321,-58.4239400619767 -34.5710088232468,-58.4239020165956 -34.5709838100849,-58.4238661677825 -34.5709954893294,-58.4237698253135 -34.5709495638382,-58.4236062752038 -34.5710240630335,-58.4236025499748 -34.5710189662867,-58.4236024822923 -34.5710189272967,-58.4235232860583 -34.5710556640498,-58.4234090933122 -34.5711017560917,-58.4232447440543 -34.5711681848127,-58.4248534796167 -34.5742812215945,-58.4249874541523 -34.5745562043135,-58.4252486006922 -34.5750922229346,-58.4257146925106 -34.5760088122526,-58.4266562649694 -34.5778602281201,-58.4278468505435 -34.577468022218,-58.4284994069358 -34.5772530569274,-58.4291610362894 -34.5766992031331,-58.4310554706626 -34.5749831575701,-58.4313108150741 -34.5747532137449,-58.4313559558578 -34.5747125898175,-58.431355937035 -34.5747125626729,-58.4313567302302 -34.5747119455597,-58.4314542567801 -34.574624169034,-58.431456229005 -34.5746221719218,-58.4314562874942 -34.5746222595919,-58.4315813184697 -34.5745096811154,-58.4317541297996 -34.5743540846338,-58.4319880926574 -34.5741434305398,-58.4320914038701 -34.5740504243628,-58.4322371293697 -34.5739191876248,-58.4325281687061 -34.5736140356408,-58.4319113264803 -34.57290237237,-58.431167095797 -34.572043765355,-58.4301266209287 -34.5726521801789,-58.4295259011678 -34.5730034418702,-58.4286929412971 -34.5734904869662,-58.4279591184667 -34.5731366023334,-58.4275069937959 -34.5729205490294,-58.4273286782953 -34.5728318786462,-58.4270341371385 -34.5726871623779,-58.4262019578826 -34.5722604887443,-58.4244206652606 -34.5712048283979,-58.4241890658558 -34.5710670031488,-58.424138166995 -34.5710364223854,-58.424031798186 -34.5711023774905,-58.4239082950403 -34.5710307859321)))";;"1513";14_9_12;COMUNA 14;"9";"12";"1035";"533";"502";"106,18%";"511";"510";"99,80%";"1";"0,20%";"418";"4";"0.96";"414";"99,04%";"0.96";0.960
"MULTIPOLYGON (((-58.4314307203757 -34.5705941229494,-58.4315655236127 -34.5705154216165,-58.4309146725572 -34.5697640946756,-58.4311736718307 -34.5695088691029,-58.4313114751358 -34.569372208554,-58.431521577245 -34.5691572965225,-58.4315263974778 -34.5691096265117,-58.4312050413024 -34.5687280686984,-58.4311246935185 -34.5686726229999,-58.4308300352949 -34.5684531706993,-58.4307858551794 -34.5684387219098,-58.4307644063808 -34.5684243494788,-58.4307411711607 -34.5684062440196,-58.430716060639 -34.568394194666,-58.4306978467626 -34.5683805273267,-58.430677081134 -34.5683608027138,-58.4303791017576 -34.5681494473869,-58.4303162895706 -34.5681029498442,-58.4303031004148 -34.5680851990934,-58.4300992602385 -34.5679317578668,-58.4297198361905 -34.5676523480048,-58.4261969913097 -34.5696738275931,-58.4258892271244 -34.5698504329539,-58.4244024515225 -34.5706347277275,-58.4243741787531 -34.5706496490747,-58.424199347248 -34.5707418515529,-58.424103460822 -34.5707863302314,-58.4238870772873 -34.5708867589061,-58.4237607042084 -34.5709455944323,-58.4237698253135 -34.5709495638382,-58.4238661677825 -34.5709954893294,-58.4239020165956 -34.5709838100849,-58.4239400619766 -34.5710088232468,-58.4239082950403 -34.5710307859321,-58.424031798186 -34.5711023774905,-58.424138166995 -34.5710364223854,-58.4241890658558 -34.5710670031488,-58.4244206652606 -34.5712048283979,-58.4262019578826 -34.5722604887443,-58.4270341371385 -34.5726871623779,-58.4273286782953 -34.5728318786462,-58.4275069937959 -34.5729205490294,-58.4279591184667 -34.5731366023334,-58.4286929412971 -34.5734904869662,-58.4295259011678 -34.5730034418702,-58.4301266209287 -34.5726521801789,-58.4293781543317 -34.5717923638628,-58.4304213486196 -34.5711833222203,-58.4314307203757 -34.5705941229494)))";;"1514";14_9_13;COMUNA 14;"9";"13";"683";"305";"378";"80,69%";"529";"526";"99,43%";"3";"0,57%";"349";"2";"0.57";"347";"99,43%";"0.57";0.570
"MULTIPOLYGON (((-58.4334620240767 -34.5694082370827,-58.4342007192986 -34.5702716181239,-58.435238153976 -34.5696664072127,-58.4344989426268 -34.5688028209663,-58.4337615336985 -34.5679412728949,-58.4334583045411 -34.5681165603841,-58.4330197653451 -34.5683699867051,-58.4327207060379 -34.5685416816573,-58.4334620240767 -34.5694082370827)))";;"1515";14_9_2;COMUNA 14;"9";"2";"876";"392";"484";"80,99%";"423";"423";"100,00%";"0";"0,00%";"303";"2";"0.66";"301";"99,34%";"0.66";0.660
"MULTIPOLYGON (((-58.4327207060379 -34.5685416816573,-58.4325489507684 -34.568640235189,-58.4316744940715 -34.5691575033175,-58.4324092515441 -34.5700228661448,-58.4331438539856 -34.5708881539678,-58.4342007192986 -34.5702716181239,-58.4334620240767 -34.5694082370827,-58.4327207060379 -34.5685416816573)))";;"1516";14_9_3;COMUNA 14;"9";"3";"1102";"522";"580";"90,00%";"734";"734";"100,00%";"0";"0,00%";"525";"6";"1.14";"519";"98,86%";"1.14";1.140
"MULTIPOLYGON (((-58.4334583045411 -34.5681165603841,-58.4323671873477 -34.5674609134652,-58.4309390710801 -34.5682912202433,-58.431380050735 -34.5688106525206,-58.4316744940715 -34.5691575033175,-58.4325489507684 -34.568640235189,-58.4327207060379 -34.5685416816573,-58.4330197653451 -34.5683699867051,-58.4334583045411 -34.5681165603841)))";;"1517";14_9_4;COMUNA 14;"9";"4";"1217";"551";"666";"82,73%";"766";"766";"100,00%";"0";"0,00%";"537";"4";"0.74";"533";"99,26%";"0.74";0.740
"MULTIPOLYGON (((-58.4330236293447 -34.5670792271517,-58.4323671873477 -34.5674609134652,-58.4334583045411 -34.5681165603841,-58.4337615336985 -34.5679412728949,-58.4330236293447 -34.5670792271517)))";;"1518";14_9_5;COMUNA 14;"9";"5";"398";"173";"225";"76,89%";"255";"255";"100,00%";"0";"0,00%";"198";"2";"1.01";"196";"98,99%";"1.01";1.010
"MULTIPOLYGON (((-58.4322453189086 -34.5661698407384,-58.4312269757943 -34.5667758765989,-58.4323671873477 -34.5674609134652,-58.4330236293447 -34.5670792271517,-58.4322453189086 -34.5661698407384)))";;"1519";14_9_6;COMUNA 14;"9";"6";"694";"320";"374";"85,56%";"427";"427";"100,00%";"0";"0,00%";"296";"1";"0.34";"295";"99,66%";"0.34";0.340
"MULTIPOLYGON (((-58.4312269757943 -34.5667758765989,-58.4306788406815 -34.5671020863444,-58.4301749859636 -34.5673911911203,-58.4309390710801 -34.5682912202433,-58.4323671873477 -34.5674609134652,-58.4312269757943 -34.5667758765989)))";;"1520";14_9_7;COMUNA 14;"9";"7";"654";"284";"370";"76,76%";"378";"378";"100,00%";"0";"0,00%";"264";"0";"0";"264";"100,00%";"0";0.000
"MULTIPOLYGON (((-58.4316744940716 -34.5691575033175,-58.431380050735 -34.5688106525206,-58.4309390710801 -34.5682912202433,-58.4301749859636 -34.5673911911203,-58.4297198361905 -34.5676523480048,-58.4300992602385 -34.5679317578668,-58.4303031004148 -34.5680851990934,-58.4303162895706 -34.5681029498442,-58.4303791017576 -34.5681494473869,-58.430677081134 -34.5683608027138,-58.4306978467626 -34.5683805273267,-58.430716060639 -34.568394194666,-58.4307411711607 -34.5684062440196,-58.4307644063808 -34.5684243494788,-58.4307858551794 -34.5684387219098,-58.4308300352949 -34.5684531706993,-58.4311246935185 -34.5686726229999,-58.4312050413024 -34.5687280686984,-58.4315263974778 -34.5691096265117,-58.431521577245 -34.5691572965225,-58.4313114751358 -34.569372208554,-58.4311736718307 -34.5695088691029,-58.4309146725572 -34.5697640946756,-58.4315655236127 -34.5705154216165,-58.4324092515441 -34.5700228661448,-58.4316744940716 -34.5691575033175)))";;"1521";14_9_8;COMUNA 14;"9";"8";"784";"364";"420";"86,67%";"555";"555";"100,00%";"0";"0,00%";"391";"3";"0.77";"388";"99,23%";"0.77";0.770
"MULTIPOLYGON (((-58.4304213486196 -34.5711833222204,-58.4293781543317 -34.5717923638628,-58.4301266209287 -34.5726521801789,-58.431167095797 -34.572043765355,-58.4321775801271 -34.5714528700669,-58.4323104254646 -34.5713752238165,-58.4329812055291 -34.5709830481437,-58.4331438539856 -34.5708881539678,-58.4324092515441 -34.5700228661448,-58.4315655236127 -34.5705154216165,-58.4314307203758 -34.5705941229494,-58.4304213486196 -34.5711833222204)))";;"1522";14_9_9;COMUNA 14;"9";"9";"793";"361";"432";"83,56%";"579";"579";"100,00%";"0";"0,00%";"363";"8";"2.2";"355";"97,80%";"2.2";2.200
"MULTIPOLYGON (((-58.5001701143996 -34.5930266124165,-58.5014975608172 -34.5938441875342,-58.5021419147886 -34.5942433628426,-58.5030835374687 -34.5943822152499,-58.5034718395455 -34.593953548201,-58.5033113467367 -34.5938561331024,-58.5021419863206 -34.5931333896228,-58.5019281694047 -34.5930011998104,-58.5008170994647 -34.5923152572159,-58.4994872980186 -34.5914941539241,-58.4982024984139 -34.590700911373,-58.4975548237769 -34.5914158447924,-58.4988404792372 -34.5922076853078,-58.5001701143996 -34.5930266124165)))";;"1523";15_1_1;COMUNA 15;"1";"1";"1023";"485";"538";"90,15%";"527";"527";"100,00%";"0";"0,00%";"417";"5";"1.2";"412";"98,80%";"1.2";1.200
"MULTIPOLYGON (((-58.4896166270085 -34.5865001213447,-58.4895137968881 -34.5866138105572,-58.4889943626629 -34.5871828902565,-58.4888955314519 -34.5872911553199,-58.4883689400134 -34.5878742484814,-58.4876994108807 -34.5886156849029,-58.4875902760635 -34.5887364867095,-58.4870285080755 -34.5893596531504,-58.4866953081818 -34.5897292409535,-58.4863291594536 -34.5901353145392,-58.4874588195984 -34.5908323719094,-58.4881627627379 -34.5900588159386,-58.4888360467302 -34.5893189257027,-58.4894129553721 -34.5886849021212,-58.4895085524235 -34.588579172687,-58.490132949199 -34.5878883019111,-58.4907512067374 -34.5872041901127,-58.4914133771589 -34.5864714712664,-58.4908503012128 -34.5861164471956,-58.4902856969623 -34.5857604348949,-58.4896166270085 -34.5865001213447)))";;"1524";15_1_10;COMUNA 15;"1";"10";"939";"441";"498";"88,55%";"396";"396";"100,00%";"0";"0,00%";"340";"29";"8.53";"311";"91,47%";"8.53";8.530
"MULTIPOLYGON (((-58.4874435721607 -34.5862226826704,-58.4868939830429 -34.5867972527595,-58.4868027259303 -34.586897134013,-58.486941298646 -34.5869855608499,-58.4882414374963 -34.5877953988136,-58.4883689400134 -34.5878742484814,-58.4888955314519 -34.5872911553199,-58.4889943626629 -34.5871828902565,-58.4895137968881 -34.5866138105572,-58.4896166270085 -34.5865001213447,-58.4902856969623 -34.5857604348949,-58.4895595287783 -34.5853025500667,-58.4889688735587 -34.5849300578091,-58.4887935939207 -34.5848181894367,-58.4881939670312 -34.58543820058,-58.4880863672964 -34.5855506219488,-58.4874435721607 -34.5862226826704)))";;"1525";15_1_11;COMUNA 15;"1";"11";"587";"295";"292";"101,03%";"272";"272";"100,00%";"0";"0,00%";"220";"3";"1.36";"217";"98,64%";"1.36";1.360
"MULTIPOLYGON (((-58.4861114745179 -34.5876332138026,-58.4855612730704 -34.5882158767963,-58.4854343417769 -34.5883505538135,-58.4850782339436 -34.5887285925722,-58.4847104596042 -34.5891189568117,-58.4836505164796 -34.5894910596889,-58.4825014958378 -34.58989323945,-58.4820121326218 -34.590064451472,-58.481861585128 -34.5901171533638,-58.481457793884 -34.5902458127816,-58.4812884259938 -34.5902997845124,-58.4811822398902 -34.5903286750322,-58.4808709191807 -34.5904133730494,-58.4795448992558 -34.5907512528068,-58.4780829609035 -34.5911237141883,-58.4778249403606 -34.5911893828537,-58.4767283911487 -34.5914687502856,-58.4767269262178 -34.5914662592032,-58.4759623483366 -34.5916592134591,-58.4758796908482 -34.5916787534283,-58.4758758077803 -34.5916859666144,-58.4759500114005 -34.5918713884745,-58.4760162953983 -34.5920564590216,-58.4761235903793 -34.5923549614464,-58.4761489494594 -34.592426740832,-58.4763066673616 -34.5924301741894,-58.4765419671286 -34.5924371198339,-58.4771071805796 -34.592453322664,-58.4777286851226 -34.5924679665998,-58.4783388643927 -34.5924872568934,-58.4789640316109 -34.5925034434252,-58.4795892845586 -34.5925212465248,-58.4802838578841 -34.5925358673127,-58.4808959117706 -34.5925551445504,-58.4815342802448 -34.5925728653027,-58.4821069897167 -34.5925890438179,-58.48271342343 -34.5926067634763,-58.4834482804041 -34.5926268528148,-58.4841344249544 -34.5926437771544,-58.4848796723953 -34.5926645603009,-58.4856210879683 -34.5926853396159,-58.4863250322651 -34.5927030229722,-58.4874721579506 -34.5927342756208,-58.4886642504461 -34.5927687474917,-58.4893963006673 -34.5927910552188,-58.4904592033461 -34.5928187769179,-58.4907014875753 -34.5928227358076,-58.4906296026683 -34.592778375722,-58.4905616244756 -34.5927364263823,-58.4897373595491 -34.5922325777731,-58.4887978612548 -34.5916581820703,-58.4885939497655 -34.5915324458674,-58.4874588195984 -34.5908323719094,-58.4863291594536 -34.5901353145392,-58.4866953081818 -34.5897292409535,-58.4870285080755 -34.5893596531504,-58.4875902760635 -34.5887364867095,-58.4876994108807 -34.5886156849029,-58.4883689400134 -34.5878742484814,-58.4882414374963 -34.5877953988136,-58.486941298646 -34.5869855608499,-58.4868027259303 -34.586897134013,-58.4866959752876 -34.5870140611868,-58.4864405020165 -34.5872846854684,-58.4861114745179 -34.5876332138026)))";;"1526";15_1_12;COMUNA 15;"1";"12";"737";"357";"380";"93,95%";"334";"334";"100,00%";"0";"0,00%";"283";"2";"0.71";"281";"99,29%";"0.71";0.710
"MULTIPOLYGON (((-58.4969361645703 -34.592098793461,-58.4963131539634 -34.5927865290401,-58.4958385898875 -34.5933104118767,-58.4958125418875 -34.5933391524733,-58.4957200512314 -34.5934291877322,-58.4956518677147 -34.5934952613671,-58.4959300948443 -34.5935040922413,-58.4974687544747 -34.5937291297311,-58.4979581249055 -34.5938008231302,-58.4992880993211 -34.5939956505546,-58.5002318432188 -34.5941338200856,-58.5011174204136 -34.5942635496039,-58.502403973569 -34.5944519480101,-58.5025063463871 -34.594469107136,-58.5028768752027 -34.5946979180691,-58.5031812070856 -34.5945822209649,-58.5035437824006 -34.5944501177618,-58.5035437890607 -34.5944500929057,-58.5030835374687 -34.5943822152499,-58.5021419147886 -34.5942433628426,-58.5014975608172 -34.5938441875342,-58.5001701143996 -34.5930266124165,-58.4988404792372 -34.5922076853078,-58.4975548237769 -34.5914158447924,-58.4969361645703 -34.592098793461)))";;"1527";15_1_2;COMUNA 15;"1";"2";"946";"425";"521";"81,57%";"412";"411";"99,76%";"1";"0,24%";"344";"4";"1.16";"340";"98,84%";"1.16";1.160
"MULTIPOLYGON (((-58.4958009568662 -34.5913990084821,-58.4951790492288 -34.5920868084777,-58.495362443525 -34.5922002147247,-58.4963131539634 -34.5927865290401,-58.4969361645703 -34.592098793461,-58.4975548237769 -34.5914158447924,-58.4982024984139 -34.590700911373,-58.4970663616913 -34.589999448064,-58.4959279442245 -34.5892964957797,-58.4952830707034 -34.5900101488909,-58.4946638931914 -34.5906952695242,-58.4955843436441 -34.5912654701895,-58.4958009568662 -34.5913990084821)))";;"1528";15_1_3;COMUNA 15;"1";"3";"691";"309";"382";"80,89%";"339";"338";"99,71%";"1";"0,30%";"268";"0";"0";"268";"100,00%";"0";0.000
"MULTIPOLYGON (((-58.4940418964172 -34.5913834863807,-58.4933725595844 -34.5921241083406,-58.4927083184823 -34.5928590208393,-58.4942766436785 -34.5930851833394,-58.4951321360789 -34.593208555399,-58.4952251375013 -34.5932219818812,-58.4958385898875 -34.5933104118767,-58.4963131539634 -34.5927865290401,-58.495362443525 -34.5922002147247,-58.4951790492288 -34.5920868084777,-58.4958009568662 -34.5913990084821,-58.4955843436441 -34.5912654701895,-58.4946638931914 -34.5906952695242,-58.4940418964172 -34.5913834863807)))";;"1529";15_1_4;COMUNA 15;"1";"4";"644";"297";"347";"85,59%";"276";"275";"99,64%";"1";"0,36%";"237";"1";"0.42";"236";"99,58%";"0.42";0.420
"MULTIPOLYGON (((-58.4892985696857 -34.5907593058433,-58.4885939497655 -34.5915324458674,-58.4887978612548 -34.5916581820703,-58.4897373595491 -34.5922325777731,-58.4905616244756 -34.5927364263823,-58.4906296026683 -34.592778375722,-58.4909597665339 -34.5927975723793,-58.4909929488682 -34.5928005138587,-58.4926454558294 -34.5928204432085,-58.4927083184823 -34.5928590208393,-58.4933725595844 -34.5921241083406,-58.4932314173392 -34.5920373797353,-58.4922401902831 -34.5914204161261,-58.4920908729168 -34.5913274907402,-58.4911025605635 -34.590717700497,-58.4899721901371 -34.5900201840308,-58.4892985696857 -34.5907593058433)))";;"1530";15_1_5;COMUNA 15;"1";"5";"782";"364";"418";"87,08%";"308";"306";"99,35%";"2";"0,65%";"268";"3";"1.12";"265";"98,88%";"1.12";1.120
"MULTIPOLYGON (((-58.4917715663342 -34.5899790628028,-58.4906369410245 -34.5892772574749,-58.4900694908444 -34.5899134678445,-58.4899721901371 -34.5900201840308,-58.4911025605635 -34.590717700497,-58.4920908729168 -34.5913274907402,-58.4922401902831 -34.5914204161261,-58.4932314173392 -34.5920373797353,-58.4933725595844 -34.5921241083406,-58.4940418964172 -34.5913834863807,-58.492907658777 -34.5906818430875,-58.4935302555564 -34.589992997952,-58.4929617829332 -34.5896408022143,-58.492395614881 -34.5892900821787,-58.4917715663342 -34.5899790628028)))";;"1531";15_1_6;COMUNA 15;"1";"6";"740";"366";"374";"97,86%";"279";"279";"100,00%";"0";"0,00%";"257";"1";"0.39";"256";"99,61%";"0.39";0.390
"MULTIPOLYGON (((-58.4946638931914 -34.5906952695242,-58.4952830707034 -34.5900101488909,-58.4959279442245 -34.5892964957797,-58.4955923425811 -34.5890892544438,-58.4953611699577 -34.5889457896502,-58.4947944001007 -34.5885941653359,-58.49422533524 -34.588241060028,-58.4935799448283 -34.588955972055,-58.4929617829332 -34.5896408022143,-58.4935302555564 -34.589992997952,-58.492907658777 -34.5906818430875,-58.4940418964172 -34.5913834863807,-58.4946638931914 -34.5906952695242)))";;"1532";15_1_7;COMUNA 15;"1";"7";"699";"327";"372";"87,90%";"343";"343";"100,00%";"0";"0,00%";"290";"0";"0";"290";"100,00%";"0";0.000
